id,body,type,posx,posy,mass,size,flux,observation
99,106,Unit,787.1194839034754,584.830180297256,2,14,255,0
100,108,Unit,675.6484702900577,1044.0163684932172,2,14,255,0
101,109,Unit,705.3193103189369,830.2759844671249,2,14,255,0
102,110,Unit,746.857995827863,598.7210680602012,2,14,255,0
103,111,Unit,956.5420921894352,184.3948742422463,2,14,255,0
104,112,Unit,829.8444937624489,564.9606159519013,2,14,255,0
105,115,Unit,301.47591426403443,623.6266240145413,2,14,255,0
106,118,Unit,742.6215591787189,132.58130226032995,2,14,255,0
107,119,Unit,1061.0617356507776,827.8475429909902,2,14,255,0
108,120,Unit,847.7315724154931,806.9637002142656,2,14,255,0
109,121,Unit,819.1350662128373,247.88421960019195,2,14,255,0
110,122,Unit,1294.7582668411208,533.94464237524,2,14,255,0
111,123,Unit,1024.336511858696,896.9030418510379,2,14,255,0
112,125,Unit,748.4048054109744,1037.6640167013006,2,14,255,0
113,127,Unit,1115.2429206461372,332.2308634292239,2,14,255,0
114,129,Unit,404.9211452612408,332.2326221760304,2,14,255,0
115,130,Unit,973.3146090917238,408.3065890817598,2,14,255,0
116,132,Unit,1092.2982026664868,316.1894770948001,2,14,255,0
117,133,Unit,411.7758992504495,498.815824645915,2,14,255,0
118,134,Unit,667.2372978925765,152.1302571426302,2,14,255,0
119,135,Unit,499.17079388911935,655.3562783220818,2,14,255,0
120,136,Unit,865.0830829492154,579.9913782178363,2,14,255,0
121,137,Unit,889.8938635931972,582.3301886494933,2,14,255,0
122,138,Unit,973.6775794182641,176.97592455678833,2,14,255,0
123,140,Unit,490.60438208328577,530.9737501201744,2,14,255,0
124,141,Unit,1291.6084008810815,687.9317275604019,2,14,255,0
125,142,Unit,828.3920895977221,226.5571873643622,2,14,255,0
126,143,Unit,475.2767728007105,742.641136586828,2,14,255,0
127,144,Unit,795.169833923105,548.4554627675158,2,14,255,0
128,145,Unit,1024.3575584456746,164.61876621407166,2,14,255,0
129,146,Unit,846.8055372121172,475.93088226282794,2,14,255,0
130,147,Unit,635.0854686549226,550.6086078336629,2,14,255,0
131,149,Unit,933.1560523714486,741.7323686954976,2,14,255,0
132,150,Unit,457.6623917678237,492.6283069044835,2,14,255,0
133,151,Unit,1028.9973652941478,287.10358532062895,2,14,255,0
134,152,Unit,732.5705554963305,553.6064600569362,2,14,255,0
135,153,Unit,1167.0245169330494,409.36744832847234,2,14,255,0
136,155,Unit,1288.2244037500789,604.9833510634544,2,14,255,0
137,156,Unit,934.8312372898855,553.4086593698053,2,14,255,0
138,157,Unit,977.7201863034273,566.8491569266959,2,14,255,0
139,158,Unit,985.1264826678641,714.2763034641193,2,14,255,0
140,159,Unit,757.5147520418022,648.7737155256991,2,14,255,0
141,160,Unit,369.7850410638539,649.6557962178119,2,14,255,0
142,161,Unit,530.5802545239698,192.26093341301893,2,14,255,0
143,162,Unit,524.0925770402563,474.94949159126145,2,14,255,0
144,164,Unit,463.46792909728333,602.2126504751468,2,14,255,0
145,165,Unit,836.8391421285783,551.5001084500186,2,14,255,0
146,166,Unit,767.0849457321734,363.9726405610077,2,14,255,0
147,167,Unit,802.2038642494105,438.81727427565136,2,14,255,0
148,168,Unit,740.6749500574375,867.6282356649549,2,14,255,0
149,170,Unit,713.1623871544987,148.65628857920572,1,15,255,0
150,171,Unit,769.2404085362056,721.7430615351326,2,14,255,0
151,172,Unit,1225.1503987594979,708.8920337928784,1,15,255,0
152,173,Unit,825.8144537968732,589.89322806849,2,14,255,0
153,174,Unit,837.0911431803315,835.3978995200908,2,14,255,0
154,175,Unit,907.9815986772669,632.362621420353,2,14,255,0
155,176,Unit,1012.5555132225057,281.34403162437354,2,14,255,0
156,177,Unit,1095.7067637082428,502.6257462206387,2,14,255,0
157,178,Unit,665.3886453217395,773.3006089455464,2,14,255,0
158,179,Unit,703.4609014613063,559.4345767543944,2,14,255,0
159,180,Unit,457.22015879238467,245.81542889279126,2,14,255,0
160,181,Unit,495.95449271802175,568.2187976197858,2,14,255,0
161,182,Unit,853.3569527570602,685.8374804486974,2,14,255,0
162,183,Unit,540.9304309906416,366.56111761966514,2,14,255,0
163,184,Unit,576.5758000913532,1004.5692306735782,2,14,255,0
164,185,Unit,1262.9016151781746,659.2660235435478,2,14,255,0
165,186,Unit,806.5671988443333,596.5266744668406,2,14,255,0
166,187,Unit,1188.4919023508585,840.7103588775615,2,14,255,0
167,188,Unit,819.2282156909041,660.7278516979173,2,14,255,0
168,190,Unit,923.6676490766752,639.3615425173424,2,14,255,0
169,191,Unit,577.2744853863684,897.1560168604818,2,14,255,0
170,192,Unit,813.9251408706207,496.63210735261816,2,14,255,0
171,194,Unit,1155.1756402052058,392.0855625913028,2,14,255,0
172,195,Unit,678.320945203761,546.0961356970782,2,14,255,0
173,196,Unit,725.1553534543237,688.7837760316648,2,14,255,0
174,197,Unit,639.7821473234926,793.3700787657166,2,14,255,0
175,198,Unit,832.2245980514314,1049.3697712948463,2,14,255,0
176,200,Unit,363.9751846671243,480.21538965235715,2,14,255,0
177,201,Unit,785.0058003369174,730.0373186466655,2,14,255,0
178,202,Unit,431.4867985008975,796.8189127538658,2,14,255,0
179,203,Unit,1161.428540764075,596.4251096672206,2,14,255,0
180,204,Unit,477.2571351146858,373.5595703794649,2,14,255,0
181,205,Unit,1164.378713704917,273.0212038344288,1,15,255,0
182,206,Unit,321.8721932714582,721.263194822337,2,14,255,0
183,207,Unit,927.4668564189463,580.849605275607,2,14,255,0
184,209,Unit,998.9193122026595,246.2816072514952,2,14,255,0
185,211,Unit,642.3084958172739,224.04865359830148,2,14,255,0
186,212,Unit,793.2685671409096,414.95123803083607,2,14,255,0
187,214,Unit,492.5359685261365,341.86977194186926,2,14,255,0
188,215,Unit,860.4410536062182,761.944666202855,2,14,255,0
189,216,Unit,794.2453906573413,669.6078450813542,2,14,255,0
190,217,Unit,389.9587253963102,785.0159381257631,2,14,255,0
191,220,Unit,1082.1291668623921,800.8880383268756,2,14,255,0
192,221,Unit,1207.978543007539,743.3776696534046,2,14,255,0
193,222,Unit,508.79254777243455,804.1135765809703,2,14,255,0
194,223,Unit,1238.1437136875095,588.2994863642657,2,14,255,0
195,224,Unit,934.0931833480146,338.4009246869566,2,14,255,0
196,225,Unit,795.1907461728716,625.2315066775773,2,14,255,0
197,227,Unit,976.9078635071311,374.3647877731117,2,14,255,0
198,228,Unit,816.501037269642,617.9310100685018,2,14,255,0
199,229,Unit,895.10704976128,607.1878382344341,2,14,255,0
200,230,Unit,587.232948504765,951.1799320394372,2,14,255,0
201,231,Unit,1256.263085350543,604.4448023573085,2,14,255,0
202,232,Unit,432.3799230374856,534.546352185229,2,14,255,0
203,233,Unit,944.6041861970787,366.96327572634567,2,14,255,0
204,234,Unit,1066.5321584046674,810.065621221567,2,14,255,0
205,235,Unit,874.4786543069595,784.1143536759876,2,14,255,0
206,236,Unit,732.8880988986646,828.8481117618821,2,14,255,0
207,237,Unit,961.4862300141897,341.94862354686603,2,14,255,0
208,238,Unit,763.082059236505,632.9913673338418,2,14,255,0
209,239,Unit,1210.7786126281553,349.97604088592465,2,14,255,0
210,240,Unit,492.3992887682938,548.29119654685,2,14,255,0
211,241,Unit,882.0999615635825,850.6413832254254,2,14,255,0
212,242,Unit,700.0801667935024,511.2193497033424,2,14,255,0
213,243,Unit,602.885495867637,805.8332075310877,2,14,255,0
214,244,Unit,785.0743642331238,605.6027933204377,2,14,255,0
215,246,Unit,803.680888320373,599.1874876701713,2,14,255,0
216,247,Unit,1069.6406753807744,728.2975444908689,2,14,255,0
217,248,Unit,1198.548544146383,767.7137567952474,1,15,255,0
218,250,Unit,704.0192555719068,967.6326677392423,2,14,255,0
219,251,Unit,794.4993001680042,518.3697018024075,2,14,255,0
220,252,Unit,872.9600998390518,629.522895651202,2,14,255,0
221,253,Unit,703.2852791450292,620.894412069573,2,14,255,0
222,254,Unit,955.5532942459648,912.6008892547056,2,14,255,0
223,255,Unit,1041.4848618071446,562.2935222604394,2,14,255,0
224,256,Unit,763.3105036420238,581.0166370807735,2,14,255,0
225,257,Unit,573.4718652049805,553.3801677087637,2,14,255,0
226,259,Unit,771.1109453423777,755.0225358680474,2,14,255,0
227,261,Unit,872.1058716897346,690.4829164334182,2,14,255,0
228,263,Unit,607.8529863492632,704.1168670494618,2,14,255,0
229,264,Unit,1241.7550250677302,408.3753808921413,2,14,255,0
230,265,Unit,835.8591358292017,621.4631359071425,2,14,255,0
231,267,Unit,911.2280616239768,776.8436916296318,2,14,255,0
232,268,Unit,844.764143122394,511.42865558756125,2,14,255,0
233,269,Unit,496.3819620014436,779.534976567311,2,14,255,0
234,270,Unit,583.9390478501156,692.8597994567356,2,14,255,0
235,272,Unit,821.1242137484761,506.2445087854854,2,14,255,0
236,273,Unit,693.9460470100565,882.3967833719903,2,14,255,0
237,274,Unit,704.8208434411472,225.98686552842457,2,14,255,0
238,277,Unit,793.3469994808356,801.3346714385382,2,14,255,0
239,279,Unit,938.9709620800351,606.5622137915092,2,14,255,0
240,280,Unit,1081.7267310531033,983.0669387004928,2,14,255,0
241,281,Unit,590.0735425824721,486.48144392950604,2,14,255,0
242,282,Unit,855.7449459885736,534.9850772179872,2,14,255,0
243,283,Unit,615.2406096989275,1017.8818212113778,2,14,255,0
244,285,Unit,454.21559503012156,921.5974403033707,2,14,255,0
245,286,Unit,1008.73421515264,479.78316021935893,2,14,255,0
246,288,Unit,426.63070551353707,712.194859583152,2,14,255,0
247,289,Unit,315.63888214101354,577.5268549708106,1,15,255,0
248,290,Unit,571.5233470832569,712.9267908913256,2,14,255,0
249,291,Unit,764.8401166961829,995.3563047936782,2,14,255,0
250,292,Unit,811.4338480633078,223.97163162910357,2,14,255,0
251,293,Unit,494.54867789654145,592.78729031311,2,14,255,0
252,294,Unit,557.6379426679077,896.0446422011247,2,14,255,0
253,295,Unit,743.114271058567,516.8199791367617,2,14,255,0
254,296,Unit,899.5736535200601,652.805223545429,2,14,255,0
255,297,Unit,410.8778056451223,646.0341405246439,2,14,255,0
256,299,Unit,809.841109624965,581.0786801952346,2,14,255,0
257,302,Unit,989.6985278766298,1033.1896947547882,2,14,255,0
258,303,Unit,777.383235313891,1073.1714847869328,2,14,255,0
259,304,Unit,644.1036331537942,926.09657597172,2,14,255,0
260,306,Unit,856.1154024167531,964.4590092082751,2,14,255,0
261,307,Unit,1057.3642282472167,185.40447424725951,1,15,255,0
262,308,Unit,465.30001699932274,633.7594567896776,2,14,255,0
263,309,Unit,703.7626154910357,597.0192632408277,2,14,255,0
264,310,Unit,537.7293470735566,567.4653367203665,2,14,255,0
265,311,Unit,1043.6436683747413,408.30002169911546,2,14,255,0
266,314,Unit,879.769516362051,717.4497186869681,2,14,255,0
267,315,Unit,708.7612781071936,919.1056605795488,2,14,255,0
268,316,Unit,881.1626229725615,504.0493746220208,2,14,255,0
269,317,Unit,1136.4735838549145,947.1707654131352,2,14,255,0
270,319,Unit,837.955788306049,572.482540666286,2,14,255,0
271,321,Unit,405.02953853683005,466.1135624329201,2,14,255,0
272,324,Unit,639.8598890069787,570.3787289033004,2,14,255,0
273,325,Unit,1179.8060779110897,561.2717337289974,2,14,255,0
274,328,Unit,745.6494097032389,575.3368328663323,2,14,255,0
275,329,Unit,547.1403741442557,706.728627065754,2,14,255,0
276,330,Unit,965.5177414568677,891.607921257027,2,14,255,0
277,331,Unit,716.2252000284237,371.3353475214647,2,14,255,0
278,332,Unit,311.3334851808867,665.3817498914492,2,14,255,0
279,333,Unit,1072.1129597161732,525.0869471662115,2,14,255,0
280,336,Unit,517.2754563117567,500.00907488591355,2,14,255,0
281,337,Unit,1112.7368531929822,946.0855924780233,2,14,255,0
282,338,Unit,772.6036659189225,496.3172531336676,2,14,255,0
283,340,Unit,1168.4227575898328,596.8515546847408,2,14,255,0
284,341,Unit,735.9437480560875,706.1694819090026,2,14,255,0
285,343,Unit,1081.9707255297285,918.2816833107544,2,14,255,0
286,345,Unit,508.18602905188743,955.0381329148164,2,14,255,0
287,346,Unit,798.9167751059668,310.48094547343976,2,14,255,0
288,347,Unit,839.6363239297876,437.2619582480209,2,14,255,0
289,350,Unit,515.3232279827837,416.01245772599015,2,14,255,0
290,352,Unit,740.9574884904096,184.6559940365922,1,15,255,0
291,353,Unit,659.5127390605867,574.9971937884837,2,14,255,0
292,354,Unit,712.814658656671,643.5891637850103,2,14,255,0
293,355,Unit,407.6057775948266,884.975428300454,2,14,255,0
294,357,Unit,605.2539491759337,668.7099193188697,2,14,255,0
295,358,Unit,860.3568880978034,410.3969357336045,2,14,255,0
296,359,Unit,740.6344217658274,600.6803669035506,2,14,255,0
297,360,Unit,1163.4506237156504,625.8232776999869,2,14,255,0
298,362,Unit,863.0961709100898,459.58682710001733,2,14,255,0
299,363,Unit,801.1657426475723,827.7785707380954,2,14,255,0
300,364,Unit,842.0963267380059,463.5942434561423,2,14,255,0
301,365,Unit,974.5399358755459,1023.1263813999717,2,14,255,0
302,366,Unit,932.0017515325521,656.2744277221648,2,14,255,0
303,368,Unit,342.10691295165435,638.5745392105027,2,14,255,0
304,372,Unit,909.7249359442981,804.0807195490796,2,14,255,0
305,373,Unit,829.9740762794297,557.1931894358296,2,14,255,0
306,374,Unit,643.4680242577672,766.0980080132739,2,14,255,0
307,377,Unit,1081.5661275675507,902.116631119506,2,14,255,0
308,378,Unit,775.1803994529522,1020.8478304601437,2,14,255,0
309,379,Unit,803.5334941247924,921.2565265249483,2,14,255,0
310,381,Unit,923.0964573523127,309.6333450229892,2,14,255,0
311,382,Unit,881.7430484839495,174.20790271178615,2,14,255,0
312,383,Unit,965.0098913371502,722.4597489947598,2,14,255,0
313,384,Unit,958.9839832418496,696.9898095643102,2,14,255,0
314,385,Unit,1191.080243285382,687.9301629361087,2,14,255,0
315,387,Unit,976.9171599438356,790.3583826372885,2,14,255,0
316,388,Unit,1106.111898837957,713.1779856041434,2,14,255,0
317,389,Unit,412.9880281227814,398.7386858284491,2,14,255,0
318,390,Unit,769.692918651166,533.2435250934756,2,14,255,0
319,392,Unit,1053.6637933030104,313.86945870947096,2,14,255,0
320,394,Unit,684.5557882543364,717.7822143541638,2,14,255,0
321,397,Unit,633.4887775807961,467.29066999263523,2,14,255,0
322,398,Unit,796.9338415861705,596.0085430678527,2,14,255,0
323,399,Unit,732.7090651999223,576.4619783656858,2,14,255,0
324,400,Unit,1106.052411322296,745.9661549512199,2,14,255,0
325,401,Unit,622.9418459650589,656.2681567019403,2,14,255,0
326,403,Unit,919.5086641044747,374.72875306323107,2,14,255,0
327,406,Unit,1024.9492173538088,991.7695640787881,2,14,255,0
328,407,Unit,810.8173591113364,616.2200933633294,2,14,255,0
329,411,Unit,608.1934050716774,396.24357589294095,2,14,255,0
330,412,Unit,984.4665928596017,209.68307887229108,2,14,255,0
331,413,Unit,948.7749646768528,636.3365566427365,2,14,255,0
332,415,Unit,1025.8905435532747,220.03619801519267,2,14,255,0
333,416,Unit,434.25543457086104,262.50759018606766,1,15,255,0
334,418,Unit,1117.3675315120024,683.2374127405096,2,14,255,0
335,421,Unit,927.3257736695139,1071.6391925368464,2,14,255,0
336,422,Unit,387.0158786759901,777.9148184562869,2,14,255,0
337,423,Unit,826.0397466106216,627.6031539492434,2,14,255,0
338,424,Unit,1071.5132752785576,488.46318724202087,2,14,255,0
339,426,Unit,501.7071276705502,482.5161309376274,2,14,255,0
340,427,Unit,865.353252710294,539.6467730047722,2,14,255,0
341,428,Unit,572.5931066494138,765.2909625913693,2,14,255,0
342,429,Unit,995.2218367711104,740.6848899990442,2,14,255,0
343,431,Unit,792.0873076585827,580.129276263864,2,14,255,0
344,434,Unit,675.6755697573614,405.8614297902328,2,14,255,0
345,435,Unit,1272.6172703434274,504.9319314093142,2,14,255,0
346,436,Unit,405.64056194943373,603.5864051855066,2,14,255,0
347,438,Unit,496.1415167511968,430.77222984501094,2,14,255,0
348,439,Unit,827.4137348652868,803.2683766513718,2,14,255,0
349,440,Unit,844.6317853278516,180.2712881873963,1,15,255,0
350,441,Unit,637.8565912138965,989.2547707865142,2,14,255,0
351,443,Unit,527.0372561828901,710.2619695574058,2,14,255,0
352,444,Unit,679.5887446117985,668.0538114889928,2,14,255,0
353,446,Unit,589.425731189796,515.1595732373098,2,14,255,0
354,448,Unit,803.3070070731662,704.7328419849205,2,14,255,0
355,449,Unit,1147.6699903676758,277.19799417602616,2,14,255,0
356,451,Unit,496.3741310190956,407.7680710349881,2,14,255,0
357,454,Unit,963.7484747515073,661.469616951094,2,14,255,0
358,455,Unit,619.2594123792453,233.16388371076278,2,14,255,0
359,457,Unit,626.8752493163506,348.5405737910843,2,14,255,0
360,458,Unit,615.5593957875894,730.7583964888483,2,14,255,0
361,459,Unit,705.7971344596775,679.3093562978295,2,14,255,0
362,460,Unit,1102.2875965691412,669.0403417359839,2,14,255,0
363,461,Unit,531.5314211242744,444.19489751027606,2,14,255,0
364,462,Unit,634.2084225793615,449.5727272153036,2,14,255,0
365,465,Unit,511.504322822308,587.0028161163622,2,14,255,0
366,467,Unit,825.1721667609974,592.5329040483346,2,14,255,0
367,470,Unit,885.568312696805,940.8286337691878,2,14,255,0
368,471,Unit,356.9775919519624,781.5079542996954,2,14,255,0
369,472,Unit,607.229017399835,324.3219950021215,2,14,255,0
370,474,Unit,963.9267881910812,428.9157275202166,2,14,255,0
371,475,Unit,888.6359329638163,477.74712432378885,2,14,255,0
372,477,Unit,380.7061152248588,699.827488679582,2,14,255,0
373,478,Unit,808.3203826269778,582.287883678935,2,14,255,0
374,479,Unit,1012.8443372573502,766.8688860570174,2,14,255,0
375,480,Unit,619.3292639592368,280.42785273825245,2,14,255,0
376,481,Unit,849.9115882945847,528.1489313948474,2,14,255,0
377,483,Unit,695.687901381396,638.1007537512899,2,14,255,0
378,484,Unit,940.2870219804025,824.1999379290655,2,14,255,0
379,487,Unit,730.2784530231927,724.1939205293869,2,14,255,0
380,488,Unit,1089.3316278868708,719.2618124028145,2,14,255,0
381,489,Unit,787.4939665306033,934.3027226477823,2,14,255,0
382,490,Unit,1254.9538781338852,543.3834390242273,2,14,255,0
383,491,Unit,379.13623651239874,486.354469241444,2,14,255,0
384,492,Unit,831.8722312435647,292.74402366916,2,14,255,0
385,494,Unit,531.987837833639,249.11117294595022,2,14,255,0
386,496,Unit,459.8246749362523,810.3669968619276,2,14,255,0
387,497,Unit,947.6316154395569,458.92657513705717,2,14,255,0
388,498,Unit,788.9356164356426,491.0084308944025,2,14,255,0
389,501,Unit,1150.0215497672827,710.9379307146233,2,14,255,0
390,502,Unit,1232.9667065129154,834.7156925545686,2,14,255,0
391,503,Unit,1207.108764521747,365.08904693574385,1,15,255,0
392,504,Unit,587.1424522331946,974.4718466073017,2,14,255,0
393,505,Unit,756.8634783838066,270.22074531912114,2,14,255,0
394,506,Unit,709.2775817003304,985.1368910853735,2,14,255,0
395,508,Unit,497.9673549676645,838.1141774181921,2,14,255,0
396,509,Unit,673.7839545943643,798.4970917249001,2,14,255,0
397,511,Unit,749.2050825166622,543.2398533925689,2,14,255,0
398,513,Unit,991.804695442786,1053.432940074761,2,14,255,0
399,515,Unit,611.4374425152821,536.3416747467686,2,14,255,0
400,516,Unit,426.3690958354582,697.1279230082758,2,14,255,0
401,517,Unit,713.4522301031883,1012.172702496199,2,14,255,0
402,519,Unit,897.0922906598279,344.2097974464755,2,14,255,0
403,521,Unit,910.4163160911784,412.74843084250676,2,14,255,0
404,522,Unit,983.8295485159313,833.6410377653453,2,14,255,0
405,523,Unit,1059.149311230793,368.21180786411685,2,14,255,0
406,524,Unit,1107.77433683142,478.2228016381928,2,14,255,0
407,525,Unit,665.078238997564,434.0405886132262,2,14,255,0
408,527,Unit,870.8694106724929,1093.166087078427,2,14,255,0
409,528,Unit,1116.7107018302913,572.2758016819716,2,14,255,0
410,531,Unit,1102.0350251738348,645.7873141829955,2,14,255,0
411,532,Unit,788.8241207930984,592.461959104604,2,14,255,0
412,534,Unit,915.4603925001085,997.4090949798086,2,14,255,0
413,537,Unit,912.5168714246329,167.26718881250451,2,14,255,0
414,539,Unit,1108.321199113773,627.6368267726049,2,14,255,0
415,540,Unit,499.28969871769493,668.0267640482061,2,14,255,0
416,541,Unit,351.51424045581905,429.0306002355397,2,14,255,0
417,543,Unit,1248.3741410861196,441.8348352488881,2,14,255,0
418,545,Unit,945.5674782907173,1076.2616771427147,2,14,255,0
419,548,Unit,1150.4847339318694,661.8074370204204,2,14,255,0
420,549,Unit,445.83747982493935,948.7333689706559,2,14,255,0
421,550,Unit,777.5866604566421,649.5056604046978,2,14,255,0
422,552,Unit,1065.9450265807025,354.14534016155864,2,14,255,0
423,553,Unit,682.7247053204616,529.2108271966317,2,14,255,0
424,554,Unit,782.2607112190543,537.3904703196197,2,14,255,0
425,555,Unit,1163.7607003651333,942.4668979942518,2,14,255,0
426,557,Unit,653.4916655784427,250.9231355288007,2,14,255,0
427,558,Unit,908.3242633693217,505.16820208523717,2,14,255,0
428,559,Unit,711.9570469905645,278.1100628287824,2,14,255,0
429,560,Unit,1039.6486888445584,672.227440609731,2,14,255,0
430,561,Unit,594.8847963941226,594.3262867041532,2,14,255,0
431,562,Unit,610.2063832159592,415.7527218820473,2,14,255,0
432,563,Unit,783.5576648046249,617.1549610521253,2,14,255,0
433,564,Unit,987.1151688757647,623.1420412815736,2,14,255,0
434,565,Unit,970.3741973984455,237.94387689073656,2,14,255,0
435,566,Unit,753.486374779761,687.660925980871,2,14,255,0
