id,body,type,posx,posy,mass,size,flux,observation
43,46,Unit,1263.6377037201478,563.8817149578679,2,12,255,0
44,47,Unit,807.5098982867015,563.6036791083508,2,12,255,0
45,48,Unit,1120.0594906527256,493.2453496878332,2,12,255,0
46,49,Unit,901.6283201204274,449.9371419654334,2,12,255,0
47,51,Unit,761.3857671956696,204.01527066254127,2,12,255,0
48,52,Unit,1242.5792950538187,644.4102482896849,2,12,255,0
49,53,Unit,443.8254378540859,738.6665695416393,2,12,255,0
50,54,Unit,739.1645440167238,652.3059773355442,2,12,255,0
51,55,Unit,743.6290901183853,462.88609307493704,2,12,255,0
52,56,Unit,837.9647656061861,601.3127942446342,2,12,255,0
53,58,Unit,962.4892933778686,969.8209364491814,2,12,255,0
54,59,Unit,749.0244071957504,300.659043803845,2,12,255,0
55,60,Unit,591.6379690034927,625.7093472130235,2,12,255,0
56,61,Unit,663.5429115955269,580.0067561332439,2,12,255,0
57,62,Unit,490.83849511800486,863.0081986823001,2,12,255,0
58,63,Unit,456.7893985317436,273.70928451442126,2,12,255,0
59,64,Unit,1017.4065371409094,792.1793143255812,2,12,255,0
60,65,Unit,1068.5362054246302,649.2229759739184,2,12,255,0
61,66,Unit,795.5033477215765,506.53948196643074,2,12,255,0
62,67,Unit,827.4962552571894,734.7646568533943,2,12,255,0
63,68,Unit,524.1920875139622,410.8420134475435,2,12,255,0
64,69,Unit,574.7348721073691,610.647126649708,2,12,255,0
65,70,Unit,896.789948695589,582.3116321341578,2,12,255,0
66,71,Unit,851.5539545262144,636.9702301657454,2,12,255,0
67,73,Unit,648.3932414904865,422.66566389900385,2,12,255,0
68,75,Unit,867.375290084882,409.4139543798728,2,12,255,0
69,76,Unit,730.9643021131989,598.0372891305683,2,12,255,0
70,77,Unit,775.9645341107274,740.2487275033717,2,12,255,0
71,78,Unit,422.7697235111878,392.30125715009035,2,12,255,0
72,79,Unit,685.2895370899037,630.3945756949812,2,12,255,0
73,81,Unit,762.9909471239486,366.70523143285885,2,12,255,0
74,83,Unit,514.1253404521384,741.5120961045683,2,12,255,0
75,84,Unit,738.4028372930326,621.9610541129799,2,12,255,0
76,85,Unit,1010.2300959556846,956.7464075909407,2,12,255,0
77,86,Unit,996.6307376610196,361.77112695062834,2,12,255,0
78,87,Unit,1073.2223069629733,819.6226036658824,2,12,255,0
79,88,Unit,872.0245997283465,653.7483315492722,2,12,255,0
80,89,Unit,1052.559048306905,715.1393941366781,2,12,255,0
81,90,Unit,415.3595416199627,699.8126985843838,2,12,255,0
82,91,Unit,633.0110592850843,522.0745268950443,2,12,255,0
83,92,Unit,676.7642265341253,872.1823041247839,2,12,255,0
84,94,Unit,803.5614541541381,843.0736480112138,2,12,255,0
85,95,Unit,1036.2226799604841,505.13487912121434,2,12,255,0
86,96,Unit,613.2183294897693,661.5095148053334,2,12,255,0
87,97,Unit,625.8175042909292,1024.4034277298529,2,12,255,0
88,98,Unit,777.4144773216266,623.2424651770488,2,12,255,0
89,99,Unit,902.9766460440493,586.5727938810322,2,12,255,0
90,100,Unit,642.9365387702352,606.4283549563268,2,12,255,0
91,101,Unit,831.5209972310241,511.2504465986104,2,12,255,0
92,102,Unit,683.5259661119403,438.7085158689134,2,12,255,0
93,103,Unit,774.0721243250679,751.5413981259761,2,12,255,0
94,104,Unit,815.6612752293453,580.558387750319,2,12,255,0
95,105,Unit,1117.6293358583987,948.8089689505531,2,12,255,0
96,106,Unit,728.5055609750177,532.7539946920789,2,12,255,0
97,107,Unit,1186.5472067695357,370.4473076417365,2,12,255,0
98,108,Unit,1141.1870096416815,602.0522564328614,2,12,255,0
99,109,Unit,1128.1824394939547,566.5943792448574,2,12,255,0
100,110,Unit,664.5210270761172,267.8027200777125,2,12,255,0
101,111,Unit,942.1038855580384,1010.8076555745292,2,12,255,0
102,112,Unit,888.7915690604427,706.1578522543364,2,12,255,0
103,114,Unit,895.5908165474725,292.87279470322295,2,12,255,0
104,115,Unit,917.3965766900964,515.9714330140372,2,12,255,0
105,116,Unit,605.8856361273724,757.7234346131669,2,12,255,0
106,117,Unit,1205.708640947969,325.2490810550268,2,12,255,0
107,118,Unit,605.6051326452446,295.4844841291277,2,12,255,0
108,120,Unit,966.5399126554825,595.3392702946685,2,12,255,0
109,121,Unit,1291.4285085304628,524.7001396408225,2,12,255,0
110,122,Unit,523.7192806017706,836.8382884450715,2,12,255,0
111,123,Unit,781.0287290007611,918.0663082662763,2,12,255,0
112,125,Unit,810.7210979048798,429.95000304510154,2,12,255,0
113,126,Unit,802.5703748177867,600.8126274881087,2,12,255,0
114,127,Unit,822.8030712225835,452.2345891815911,2,12,255,0
115,128,Unit,972.541022575853,715.8353931576002,2,12,255,0
116,129,Unit,1049.9195016119843,311.86483156082204,2,12,255,0
117,131,Unit,837.8157239942443,691.9066228838057,2,12,255,0
118,132,Unit,589.0292221700643,439.3105596968945,2,12,255,0
119,133,Unit,1070.1870411834552,880.3701193375347,2,12,255,0
120,134,Unit,1014.6027514255209,253.14086656039825,2,12,255,0
121,135,Unit,1157.511524663668,286.8614421758382,2,12,255,0
122,136,Unit,967.1495182138901,146.93769336610396,2,12,255,0
123,137,Unit,554.2248338539275,846.5823782194759,2,12,255,0
124,138,Unit,875.6752346078366,600.1585223579607,2,12,255,0
125,139,Unit,721.9086777113516,1063.2210802391492,2,12,255,0
126,141,Unit,714.8587950916873,553.9618050765582,2,12,255,0
127,142,Unit,873.3444684203771,538.9645953926472,2,12,255,0
128,143,Unit,795.9895204327993,708.9438551709034,2,12,255,0
129,144,Unit,981.5874673400691,578.6155076460809,2,12,255,0
130,145,Unit,792.8174048156371,784.3947457008154,2,12,255,0
131,146,Unit,671.1367275164986,700.2532886108551,2,12,255,0
132,147,Unit,820.1780858823985,667.3969193106136,2,12,255,0
133,148,Unit,1162.1029750124756,712.0909016490934,2,12,255,0
134,149,Unit,920.8969974368919,418.31034548202945,2,12,255,0
135,150,Unit,1086.2391178835992,341.5572159367057,2,12,255,0
136,151,Unit,795.9138930977484,1071.6017614598752,2,12,255,0
137,152,Unit,436.72805373404503,668.2338420227551,2,12,255,0
138,153,Unit,548.764875491286,610.5541734885182,2,12,255,0
139,154,Unit,917.737250784064,751.6204471334789,2,12,255,0
140,155,Unit,815.2880262651105,781.7620937999201,2,12,255,0
141,156,Unit,771.8594556237653,523.4450755882075,2,12,255,0
142,158,Unit,470.9282538799092,793.5460864409199,2,12,255,0
143,159,Unit,855.5998819184448,615.7248602806477,2,12,255,0
144,160,Unit,1268.0470269829316,439.7358596385856,2,12,255,0
145,162,Unit,356.23208657986714,696.2818830789315,2,12,255,0
146,163,Unit,1222.216775812674,848.9342285998779,2,12,255,0
147,164,Unit,652.0725620492094,341.54205357109726,2,12,255,0
148,165,Unit,726.3287994035611,488.2807562474289,2,12,255,0
149,166,Unit,655.0056783503813,549.1915858671799,2,12,255,0
150,167,Unit,394.9997886348875,880.0966083041446,2,12,255,0
151,168,Unit,701.1531279786187,793.2998762269751,2,12,255,0
152,169,Unit,587.1040321111273,373.3373115795064,2,12,255,0
153,170,Unit,780.2134493345964,551.7714287936258,2,12,255,0
154,171,Unit,857.6116249237269,783.6432169879374,2,12,255,0
155,172,Unit,761.3510464105406,540.9360816678745,2,12,255,0
156,175,Unit,918.7685498723346,587.4216051167058,2,12,255,0
157,176,Unit,763.1291245495283,996.9962541288733,2,12,255,0
158,177,Unit,636.5508767094211,260.21171417655455,2,12,255,0
159,178,Unit,768.0824571056253,126.09777393628264,2,12,255,0
160,180,Unit,808.5484297965439,800.3066884508613,2,12,255,0
161,182,Unit,1082.3827696539704,750.7363219934647,2,12,255,0
162,183,Unit,618.2694407402566,616.0551339150635,2,12,255,0
163,184,Unit,1284.5865130602772,483.057809710085,1,15,255,0
164,185,Unit,861.4131875830432,761.9720814586188,2,12,255,0
165,186,Unit,567.5601898769693,641.5229525947989,2,12,255,0
166,187,Unit,995.9417861532669,409.2801927028308,2,12,255,0
167,188,Unit,1046.014126543299,767.4016057394122,2,12,255,0
168,189,Unit,724.3441024119771,906.9459302571851,2,12,255,0
169,190,Unit,770.8119216788726,445.98328782503813,2,12,255,0
170,191,Unit,832.1710310704412,557.7694855479489,2,12,255,0
171,192,Unit,611.0328324933402,196.33782963554395,2,12,255,0
172,193,Unit,800.3252350027809,598.8230585658857,2,12,255,0
173,194,Unit,431.30910027798734,612.9551748079252,2,12,255,0
174,195,Unit,910.8314542608832,473.2849409949869,2,12,255,0
175,196,Unit,803.0717839769974,580.3335708446318,2,12,255,0
176,197,Unit,1012.0258284196153,556.7788697251826,2,12,255,0
177,198,Unit,545.5351404317084,477.7344976256208,2,12,255,0
178,201,Unit,1177.1246185595494,904.7975187432967,2,12,255,0
179,203,Unit,483.72643150956503,356.79173419566115,2,12,255,0
180,204,Unit,897.8417407340389,193.90761016266987,2,12,255,0
181,205,Unit,612.3929913756863,317.0715044007899,2,12,255,0
182,206,Unit,1210.325367772073,853.6091023308337,2,12,255,0
183,207,Unit,1134.863234616797,643.893771431422,2,12,255,0
184,208,Unit,507.6463819031579,252.41765301822147,2,12,255,0
185,209,Unit,745.836305943343,854.7632343355552,2,12,255,0
186,210,Unit,608.6490512801439,472.35100117786754,2,12,255,0
187,211,Unit,446.38093634750555,422.4249628295165,2,12,255,0
188,213,Unit,451.570648682653,951.8616695556403,2,12,255,0
189,214,Unit,826.6722945175646,336.4005874559263,2,12,255,0
190,215,Unit,384.18436659091446,420.0698682220902,2,12,255,0
191,216,Unit,818.0412500364499,606.0380734232214,2,12,255,0
192,218,Unit,1140.7814345435609,666.4386114079797,2,12,255,0
193,219,Unit,784.9236740563974,683.9540437372173,2,12,255,0
194,221,Unit,941.4184976829514,690.6221898884214,2,12,255,0
195,222,Unit,1097.9532447623494,518.9044585175784,2,12,255,0
196,224,Unit,815.9332673824833,520.0210301012897,2,12,255,0
197,225,Unit,1291.1764642091916,666.4395380634743,2,12,255,0
198,226,Unit,931.6045396723641,735.8610987625083,2,12,255,0
199,227,Unit,466.975639502415,930.1196817121869,2,12,255,0
200,230,Unit,788.4634768670448,732.1240193895236,2,12,255,0
201,231,Unit,799.6169661116915,600.7065847326849,2,12,255,0
202,232,Unit,400.6849303263803,454.26658945954705,2,12,255,0
203,233,Unit,990.9171221527582,419.14563188492826,2,12,255,0
204,234,Unit,649.1680618866233,305.4830223901032,2,12,255,0
205,236,Unit,524.6122691202173,925.2634263435077,2,12,255,0
206,239,Unit,878.6967861419784,631.0591788352766,2,12,255,0
207,242,Unit,968.3800466147683,998.3936257632603,2,12,255,0
208,243,Unit,371.5469013351039,719.597145458876,2,12,255,0
209,244,Unit,631.2072260428376,697.1635530539,2,12,255,0
210,246,Unit,484.99615056644853,892.1591872777324,2,12,255,0
211,247,Unit,943.4529051455982,181.84535600748004,2,12,255,0
212,248,Unit,1228.453123726313,733.1344683900381,2,12,255,0
213,250,Unit,757.2877172886732,585.3029382881684,2,12,255,0
214,252,Unit,858.2939793815026,509.4541868755593,2,12,255,0
215,253,Unit,884.6849105769686,507.0392401573045,2,12,255,0
216,254,Unit,759.5802909081572,647.8046547495316,2,12,255,0
217,256,Unit,654.5389880197305,1071.9474291904012,2,12,255,0
218,257,Unit,514.4732816456791,596.1151759388317,2,12,255,0
219,258,Unit,988.5359221618688,462.10849799202003,2,12,255,0
220,259,Unit,760.2907800464061,419.29133689478414,2,12,255,0
221,261,Unit,786.2619559847774,707.1954348038439,2,12,255,0
222,262,Unit,748.0586287222261,612.9032731151182,2,12,255,0
223,264,Unit,620.1530738845962,732.8788941200639,2,12,255,0
224,265,Unit,1081.5959784414954,562.1154875034715,2,12,255,0
225,266,Unit,728.9721567707089,447.74576234267494,2,12,255,0
226,268,Unit,799.7574114146773,600.1086110941403,2,12,255,0
227,269,Unit,637.1163975049377,623.1490854963122,2,12,255,0
228,271,Unit,829.9028836753042,128.65848674537415,2,12,255,0
229,272,Unit,649.6845062786713,786.2802647537875,2,12,255,0
230,273,Unit,692.80931345472,596.1937998792754,2,12,255,0
231,275,Unit,925.1751996854186,342.9637359240186,2,12,255,0
232,277,Unit,918.776205684185,967.8081042695957,2,12,255,0
233,278,Unit,653.0792872320047,645.5355339355874,2,12,255,0
234,279,Unit,751.0909426315415,667.361874051293,2,12,255,0
235,280,Unit,1163.4852944522045,658.5946477567143,2,12,255,0
236,281,Unit,531.4927943680649,221.32459318487292,2,12,255,0
237,282,Unit,713.7411452708151,571.0347919287967,2,12,255,0
238,283,Unit,824.310821792076,540.4202893168003,2,12,255,0
239,286,Unit,454.03697224661056,761.7549171793596,2,12,255,0
240,288,Unit,602.8225336522418,776.7957765447367,2,12,255,0
241,289,Unit,1029.3607544604895,274.42961235138637,2,12,255,0
242,290,Unit,790.0036560199957,661.0909167594887,2,12,255,0
243,291,Unit,771.4905069594253,462.19335519265064,2,12,255,0
244,292,Unit,1003.2429059455799,977.7547475333947,2,12,255,0
245,293,Unit,625.5368185850194,817.720999881757,2,12,255,0
246,295,Unit,923.4378146320971,549.0297693801526,2,12,255,0
247,296,Unit,805.8109084595945,589.7447370306725,2,12,255,0
248,299,Unit,1296.6136762212489,610.9330167154634,2,12,255,0
249,300,Unit,527.0626184995855,329.30888331184,2,12,255,0
250,303,Unit,1036.8490481818385,729.1690880996275,2,12,255,0
251,305,Unit,526.9369897403964,678.6512783256984,2,12,255,0
252,307,Unit,837.0687587752002,926.2098073522538,2,12,255,0
253,308,Unit,799.1829388709472,600.2505789044128,2,12,255,0
254,309,Unit,933.4232601169571,891.7519037056304,2,12,255,0
255,310,Unit,624.7516951606301,870.0789615356148,2,12,255,0
256,311,Unit,704.4418311128668,452.18798624981815,2,12,255,0
257,312,Unit,836.9595114266355,418.0105684320365,2,12,255,0
258,313,Unit,748.8243383489952,327.5619479669569,2,12,255,0
259,314,Unit,928.6637577328165,380.88352492606845,2,12,255,0
260,315,Unit,657.5014058480178,681.0412264429085,2,12,255,0
261,322,Unit,544.7603900790718,548.139851130648,2,12,255,0
262,323,Unit,982.7593697876025,319.10394003872244,2,12,255,0
263,324,Unit,1002.1587392883965,577.2393119673172,2,12,255,0
264,326,Unit,1170.4875306614217,742.0778103140846,2,12,255,0
265,327,Unit,794.7993063910983,488.26597552076726,2,12,255,0
266,329,Unit,865.3998305790202,301.31766125634937,2,12,255,0
267,333,Unit,960.5404009974901,467.8635538471796,2,12,255,0
268,334,Unit,723.7710755356566,553.6020263774792,2,12,255,0
269,335,Unit,511.4852670545065,630.7632119806794,2,12,255,0
270,336,Unit,752.184332912814,167.47276075891642,2,12,255,0
271,337,Unit,792.8677150300605,534.4217015971308,2,12,255,0
272,338,Unit,765.4000072742433,728.8518967790995,2,12,255,0
273,339,Unit,894.2469264691447,614.1427334658852,2,12,255,0
274,340,Unit,664.9690026016222,996.5666933883546,2,12,255,0
275,341,Unit,517.1022618211622,648.2039706406546,2,12,255,0
276,344,Unit,1074.3914372637428,374.5153963036964,2,12,255,0
277,345,Unit,1084.071658888054,290.93469177632505,2,12,255,0
278,346,Unit,355.66803688146143,410.5954128434975,1,15,255,0
279,348,Unit,1137.882114177196,736.4760615488219,2,12,255,0
280,349,Unit,702.37570348594,681.9491523384219,2,12,255,0
281,350,Unit,940.0977030559213,962.4650788182149,2,12,255,0
282,351,Unit,688.9993420017094,546.0474265494837,2,12,255,0
283,352,Unit,885.1930875169446,364.6833539505972,2,12,255,0
284,354,Unit,1029.9495896041958,689.8737613383761,2,12,255,0
285,355,Unit,910.5000342689063,349.8609949741575,2,12,255,0
286,356,Unit,750.0328946711571,722.4939170194357,2,12,255,0
287,357,Unit,1060.6146547706567,502.4320114897145,2,12,255,0
288,358,Unit,617.4886300471574,961.6245116080155,2,12,255,0
289,359,Unit,1081.786420457492,704.9821537485852,2,12,255,0
290,360,Unit,471.2109552225577,970.943280781309,1,15,255,0
291,361,Unit,877.4435322075849,561.7412799220479,2,12,255,0
292,365,Unit,864.1551351907843,432.7548883025177,2,12,255,0
293,367,Unit,693.1405431376037,161.243990299969,2,12,255,0
294,369,Unit,1038.2457284334644,1005.4080014977678,2,12,255,0
295,370,Unit,1070.4757239843732,897.8537867775362,2,12,255,0
296,371,Unit,724.9275395440256,455.50596561876995,2,12,255,0
297,372,Unit,865.7873372260608,1093.2688693076448,2,12,255,0
298,374,Unit,439.9686750554847,362.2751525640935,2,12,255,0
299,375,Unit,780.0821336571823,593.8185151979579,2,12,255,0
300,376,Unit,818.0064245225504,597.4542674647187,2,12,255,0
301,377,Unit,562.2606979400123,817.550608806702,2,12,255,0
302,378,Unit,462.57611707513564,545.7386673261395,2,12,255,0
303,379,Unit,739.9361026693126,626.6223171038866,2,12,255,0
304,380,Unit,587.7213789739675,463.26115805355556,2,12,255,0
305,382,Unit,832.3635137294675,237.7978871790527,2,12,255,0
306,389,Unit,1171.8946543561065,339.77621806704553,2,12,255,0
307,391,Unit,579.994439678855,348.9085750512044,2,12,255,0
308,393,Unit,998.0730059601069,537.725735889545,2,12,255,0
309,394,Unit,1011.5842901155386,322.90833798471925,2,12,255,0
310,395,Unit,520.7455329629692,377.55787902590254,2,12,255,0
311,396,Unit,443.06650990025184,568.6723721531737,2,12,255,0
312,398,Unit,470.8256774716719,302.13728434876526,2,12,255,0
313,401,Unit,834.8952737880101,748.4148669158473,2,12,255,0
314,402,Unit,1139.9432651873783,315.31531990327994,2,12,255,0
315,404,Unit,343.8248667052959,664.4587438475307,2,12,255,0
316,405,Unit,956.2664450818122,438.2153695668936,2,12,255,0
317,406,Unit,776.7731975955061,509.197528291141,2,12,255,0
318,407,Unit,1094.3014548803121,940.5152927757373,2,12,255,0
319,408,Unit,1212.9074548621197,687.5653499464532,2,12,255,0
320,409,Unit,665.4497622965425,522.0277828583654,2,12,255,0
321,410,Unit,1149.989478505461,563.7248943230925,2,12,255,0
322,412,Unit,932.6245313670432,452.13530426454395,2,12,255,0
323,413,Unit,1224.7514504262285,584.1997973618594,2,12,255,0
324,415,Unit,924.5451828756205,685.4371333363221,2,12,255,0
325,417,Unit,740.5736004729276,741.8100999070001,2,12,255,0
326,419,Unit,850.6703468912789,564.8555734544242,2,12,255,0
327,420,Unit,948.929477519551,937.0832978600995,2,12,255,0
328,421,Unit,391.61180267180964,788.9981702408942,2,12,255,0
329,422,Unit,791.2813078371596,597.6779830216324,2,12,255,0
330,423,Unit,782.6642558869152,259.7217146336733,2,12,255,0
331,425,Unit,900.199060810922,491.69569142749214,2,12,255,0
332,426,Unit,736.3409349550831,975.9599491422789,2,12,255,0
333,428,Unit,732.6690954192093,630.9918959461852,2,12,255,0
334,429,Unit,833.6607402341266,492.65777760121904,2,12,255,0
335,430,Unit,875.2056859633317,525.2250059674872,2,12,255,0
336,431,Unit,659.315361494369,945.3623685935136,2,12,255,0
337,432,Unit,531.2989667432349,875.9910427374238,2,12,255,0
338,433,Unit,602.0858820306811,1025.8792300257942,2,12,255,0
339,434,Unit,365.3234529886444,670.0158184876491,2,12,255,0
340,435,Unit,785.331135475055,218.58360626611517,2,12,255,0
341,436,Unit,841.4636439153469,247.8050290268598,2,12,255,0
342,437,Unit,834.767346959206,532.3925266777535,2,12,255,0
343,438,Unit,742.5726531575862,600.0114768310145,2,12,255,0
344,439,Unit,678.3543744936251,384.1698756543444,2,12,255,0
345,440,Unit,550.3540973920315,513.9424081086926,2,12,255,0
346,443,Unit,489.4765107833986,775.2150266080823,2,12,255,0
347,444,Unit,730.1082890325146,516.5959867163283,2,12,255,0
348,445,Unit,689.084042130279,622.8977430128948,2,12,255,0
349,446,Unit,725.3236065428067,878.8917844595003,2,12,255,0
350,447,Unit,848.6808829284371,647.7951084481438,2,12,255,0
351,448,Unit,782.1520716606144,575.9985684312135,2,12,255,0
352,449,Unit,1108.8888622385823,984.5313517298556,2,12,255,0
353,452,Unit,662.4209539546273,459.2995094004606,2,12,255,0
354,453,Unit,835.8931355967592,731.8705230869132,2,12,255,0
355,454,Unit,952.1421231685149,216.8053332088213,2,12,255,0
356,455,Unit,1116.5299244688263,814.4499103527313,2,12,255,0
357,456,Unit,394.6875793415815,484.38048046844744,2,12,255,0
358,457,Unit,598.5260375967724,704.4928257055751,2,12,255,0
359,459,Unit,609.4153170341889,835.4161176938088,2,12,255,0
360,460,Unit,986.1292652805284,449.81613528700314,2,12,255,0
361,461,Unit,874.9486098397266,739.8720191242834,2,12,255,0
362,462,Unit,686.3881088578544,740.7827035785336,2,12,255,0
363,463,Unit,834.5246712078082,709.1238613807292,2,12,255,0
364,464,Unit,661.730298466824,601.2793340724826,2,12,255,0
365,465,Unit,919.0951777028016,528.6736573951673,2,12,255,0
366,467,Unit,974.5285709554732,625.0335758665606,2,12,255,0
367,468,Unit,796.4711665735184,345.056936250881,2,12,255,0
368,471,Unit,535.0095584266177,246.92626407568562,2,12,255,0
369,472,Unit,581.1285882976222,672.8018291408221,2,12,255,0
370,474,Unit,742.1527181793689,554.4871108842283,2,12,255,0
371,475,Unit,968.4191018445275,392.2638819119488,2,12,255,0
372,476,Unit,1127.520056420634,970.8263233731154,2,12,255,0
373,481,Unit,1236.0778305478907,411.0376191354002,2,12,255,0
374,482,Unit,1042.623902219525,725.1085209800372,2,12,255,0
375,484,Unit,774.1570781325898,539.7976273514624,2,12,255,0
376,485,Unit,821.6584156423442,663.1769047134969,2,12,255,0
377,486,Unit,693.8586852418497,349.80898883826507,2,12,255,0
378,489,Unit,1002.5870473048652,611.3291432591532,2,12,255,0
379,491,Unit,796.780975012579,595.070417051985,2,12,255,0
380,492,Unit,490.96661876053156,338.6840690365374,2,12,255,0
381,493,Unit,846.9262801454918,442.66021690508506,2,12,255,0
382,495,Unit,1076.2703883477514,212.4681743204389,2,12,255,0
383,498,Unit,1243.5861623878295,540.6938523658606,2,12,255,0
384,500,Unit,810.6728886542539,536.6910547060447,2,12,255,0
385,501,Unit,506.4442743524881,450.4258053637511,2,12,255,0
386,502,Unit,804.0015258962234,682.270024809489,2,12,255,0
387,503,Unit,529.6262082438233,284.79728526278143,2,12,255,0
388,504,Unit,739.0489180189467,957.7885235465441,2,12,255,0
389,505,Unit,1046.809931427335,800.0215397663027,2,12,255,0
390,506,Unit,970.9873365977021,796.5422548630032,2,12,255,0
391,509,Unit,869.372454727023,471.11234848569,2,12,255,0
392,510,Unit,345.12399635517835,725.5671816737805,2,12,255,0
393,512,Unit,784.2765882594479,622.5303647254038,2,12,255,0
394,513,Unit,1198.3666612168124,658.3340548868625,2,12,255,0
395,514,Unit,579.8093163361549,597.3881494081354,2,12,255,0
396,515,Unit,764.9525446506436,415.5635152638753,2,12,255,0
397,516,Unit,748.4962660928445,644.423827993767,2,12,255,0
398,519,Unit,984.1800596975419,637.3032038122911,2,12,255,0
399,523,Unit,667.3500131295593,418.99859072833203,2,12,255,0
400,524,Unit,500.469152319395,712.7562330291415,2,12,255,0
401,526,Unit,1182.5155987495389,563.6946181244748,2,12,255,0
402,527,Unit,974.9283214423423,596.3431578706769,2,12,255,0
403,529,Unit,790.1429524940021,1038.2394636020213,2,12,255,0
404,530,Unit,823.3923849750418,642.2300194193734,2,12,255,0
405,532,Unit,666.6283783540083,320.60126489833965,2,12,255,0
406,533,Unit,897.2716884660649,232.25072187542781,2,12,255,0
407,534,Unit,1006.4504385469564,285.34714298020106,2,12,255,0
408,535,Unit,422.35882026672977,903.5284391809697,2,12,255,0
409,536,Unit,405.5045857126721,769.0450025688858,2,12,255,0
410,537,Unit,1105.3689936787646,343.9786480325557,2,12,255,0
411,539,Unit,1000.2272628335583,866.0586730673291,2,12,255,0
412,540,Unit,438.24820477482467,467.42866470937685,2,12,255,0
413,542,Unit,655.8395110584929,439.66084805345383,2,12,255,0
414,543,Unit,870.807810848304,391.343215261457,2,12,255,0
415,545,Unit,818.2070812191619,755.2062243734863,2,12,255,0
416,547,Unit,792.446532512436,861.2403123848886,2,12,255,0
417,548,Unit,752.5131848738473,493.7629404505762,2,12,255,0
418,549,Unit,653.2575791145719,733.3979865503173,2,12,255,0
419,551,Unit,464.699152358299,442.5279970720074,2,12,255,0
420,552,Unit,892.8718142354548,650.5165038782362,2,12,255,0
421,554,Unit,944.9332557425353,484.61274501185426,2,12,255,0
422,556,Unit,635.6717738163974,484.1650625668266,2,12,255,0
423,557,Unit,769.5169108417714,591.8616787081553,2,12,255,0
424,560,Unit,513.551001787771,547.6987421170489,2,12,255,0
425,561,Unit,1043.6381574798909,603.759607322569,2,12,255,0
426,568,Unit,548.3761173347499,598.883024316325,2,12,255,0
427,569,Unit,1109.057308987204,577.5833147337839,2,12,255,0
428,570,Unit,757.116148576398,687.4372836418754,2,12,255,0
429,571,Unit,949.7558687810932,573.5785105538034,2,12,255,0
430,572,Unit,830.559996052882,623.0295379856603,2,12,255,0
431,575,Unit,730.2382366292463,613.4132497919375,2,12,255,0
432,576,Unit,357.4860352913372,499.4649318121965,2,12,255,0
433,577,Unit,669.3950908665388,769.8162524916102,2,12,255,0
434,578,Unit,842.0321265283801,588.2910421193501,2,12,255,0
435,579,Unit,879.647572089544,899.1662661429815,2,12,255,0
